"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"350","R_Qcu7BWMluAlFrz3        ","Ekki miklar","Já, hvað?","Enga","1-2 einstaklinga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Nei","Góða","Já","Mun minna en vanalega","Já","Svipuð og vanalega","Frekar lítil","Nei","Meira",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Frekar ósammála","Hvorki miklar né litlar","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar miklar","Mjög sammála","Mjög sammála","Mjög sammála","Mjög sammála","Mjög sammála","Frekar ósammála","3","Kona","45-59 ára","46-55 ára","46-55 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.902871358562394
"351","R_RaFTAMfrpFECsNP        ","Ekki miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar sammála","Frekar ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Frekar ósammála","8","Kona","45-59 ára","46-55 ára","46-55 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",0.902871358562394
"352","R_WwXL7HYeNhZa2Ah        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Nei, líklega ekki","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar illa","Frekar vel","Frekar vel","Öðru hvoru","Öðru hvoru","Góða","Já","Góða","Nei",NA,"Nei",NA,"Frekar mikil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar litlar","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Mjög miklar","Mjög miklar","Frekar litlar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Mjög sammála","Frekar sammála",NA,"5","Kona","45-59 ára","46-55 ára","46-55 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Einhleyp(ur)","Börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Sjálfstæðisflokkinn",0.902871358562394
"353","R_1244Ts7IHyJkK01        ","Frekar eða mjög miklar","Nei","Enga","Enga","Enga","Já, stundum eða sjaldan","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Góða","Nei","Mjög góða","Nei",NA,"Nei",NA,"Frekar lítil","Nei","Minna",NA,"Frekar sammála","Frekar ósammála","Mjög ósammála","Frekar ósammála","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Mjög sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","6","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Framsóknarflokkinn",0.902499567239017
"354","R_1eFV1FAkiTkDfi8        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Sæmilega","Nei",NA,"Já","Meiri en vanalega","Frekar mikil",NA,NA,NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar miklar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","3","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Önnur staða á vinnumarkaði","Öryrki",NA,NA,"Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Pírata",0.902499567239017
"355","R_1eK3gZYDVKNA4v8        ","Ekki miklar","Nei","3-10 manns","Enga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Öllu eða nær öllu leyti",NA,NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust",NA,"Mjög ánægð(ur)","Mjög ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Öðru hvoru","Öðru hvoru","Góða","Nei","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Miðflokkinn",0.902499567239017
"356","R_1IQNjhEzSPpJ8B6        ","Ekki miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Já","Mjög góða","Nei",NA,"Nei",NA,"Frekar lítil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Mjög ósammála","Frekar ósammála","Frekar sammála","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Frekar litlar","Frekar litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","Mjög sammála","Mjög sammála","Mjög sammála","0 - Vinstri","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.902499567239017
"357","R_1jZY5GYz8yvqylA        ","Ekki miklar","Nei","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Mjög vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Nei","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Meira",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","7","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í sambúð","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.",NA,0.902499567239017
"358","R_1zFyYuh7ezgKFj3        ","Ekki miklar","Já, hvað?","Enga","1-2 einstaklinga","1-2 einstaklinga","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Mjög vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Minni en vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála",NA,"Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","9","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Bændur, fiskimenn, véla- og verkafólk","Bílstjórar, véla- og vélgæslufólk","Í sambúð","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",0.902499567239017
"359","R_217etWLgCHrSkXG        ","Ekki miklar","Nei","3-10 manns","Enga","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Já, 1-2 sinnum í viku","Öðru hvoru","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Já, vinnutími minn var skorinn niður í gegnum hlutabótaleið","Minna",NA,"Frekar sammála","Frekar ósammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.",NA,0.902499567239017
"360","R_25FsZqYvhWqDN0j        ","Ekki miklar","Nei","Enga","1-2 einstaklinga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Frekar illa","Frekar illa","Hvorki vel né illa","Öðru hvoru","Öðru hvoru","Góða","Nei","Mjög góða","Nei",NA,"Já","Minni en vanalega","Frekar mikil","Nei","Um það bil jafn mikið","Mjög lítil eða engin","Frekar sammála","Hvorki sammála né ósammála","Mjög ósammála","Frekar sammála","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Mjög miklar","Frekar miklar","Mjög miklar","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","9","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Miðflokkinn",0.902499567239017
"361","R_29cVusE5yPTH8ds        ","Ekki miklar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.902499567239017
"362","R_2aGR30Evrap0GtP        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Frekar vel","Mjög illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Mjög mikil","Já, ég hef misst vinnuna",NA,NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Mjög ósammála","Frekar litlar","Mjög miklar","Frekar miklar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Mjög sammála","Frekar sammála","Mjög sammála","Mjög sammála","Mjög sammála","Frekar sammála","4","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í sambúð","Börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Miðflokkinn",0.902499567239017
"363","R_2B4flHJhjzaolzc        ","Ekki miklar","Nei",NA,NA,NA,"Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna",NA,NA,NA,"Hvorki né",NA,NA,"Hvorki ánægð(ur) né óánægð(ur)","Hvorki ánægð(ur) né óánægð(ur)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nei, aldrei","Öðru hvoru","Góða","Nei","Góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Mjög lítil eða engin","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála",NA,"Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Einhleyp(ur)","Engin börn á heimilinu",NA,NA,NA,NA,NA,0.902499567239017
"364","R_2P1AOQDkjvcmEAJ        ","Frekar eða mjög miklar","Nei","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Frekar miklu leyti eða minna","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Já, 1-2 sinnum í viku","Góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Já, vinnutími minn var skorinn niður í gegnum hlutabótaleið","Minna","Mjög lítil eða engin","Frekar sammála","Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Mjög sammála","Frekar sammála","Mjög sammála","Mjög sammála","Frekar sammála","Frekar sammála","7","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Sjálfstæðisflokkinn",0.902499567239017
"365","R_2q3qcPEhiunReU0        ","Ekki miklar","Nei","Fleiri en 10 manns","3-10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar vel","Hvorki vel né illa","Mjög vel","Hvorki vel né illa","Frekar illa","Já, 1-2 sinnum í viku","Öðru hvoru","Góða","Já","Sæmilega","Já","Minna en vanalega","Já","Mun minni en vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Mjög sammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar litlar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar miklar","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Annan flokk eða framboð",0.902499567239017
